title,ingredients,ingredient_measurements,instructions,diet_type,difficulty,cooking_time
mutton seekh kebab,"mutton,ginger,garlic,onion,green chilli,coriander leaves,cumin powder,garam masala,black pepper,salt,oil","[{""ingredient"":""mutton"",""measurement"":""500 g"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garlic"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coriander leaves"",""measurement"":""1/4 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cumin powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garam masala"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""3 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 500 g mutton thoroughly and mince it very finely. Step 2: Mix the minced mutton with 1 cup onion,2 number green chilli,1 tbsp ginger,1 tbsp garlic,1/4 cup coriander leaves,1 tsp cumin powder,1 tsp garam masala,1 tsp black pepper,and 1 tsp salt. Knead the mixture for 3 minutes until it becomes compact and sticky. Step 3: Rest the mixture for 20 minutes in a cool place. Step 4: Shape the mixture around skewers into long seekh kebabs. Step 5: Heat 3 tbsp oil in a grill pan on medium flame for 1 minute. Cook the kebabs for 4 minutes on each side until browned and fully cooked. Step 6: If the center still feels soft,cook on low flame for 2 more minutes while turning gently. Step 7: Rest for 2 minutes before serving hot.",non_veg,hard,40
sweet corn chaat,"sweet corn,onion,tomato,cucumber,green chilli,lemon juice,black pepper,chaat masala,coriander leaves,salt,water","[{""ingredient"":""sweet corn"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""tomato"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cucumber"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""lemon juice"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chaat masala"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coriander leaves"",""measurement"":""1/4 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Boil 2 cup sweet corn in 3 cup water on medium flame for 6 minutes until tender. Drain completely and cool for 5 minutes. Step 2: Chop 1 cup onion,1 cup tomato,1 cup cucumber,and 2 number green chilli into small pieces. Step 3: Combine the sweet corn with the chopped vegetables in a bowl. Step 4: Add 2 tbsp lemon juice,1 tsp black pepper,1 tsp chaat masala,1 tsp salt,and 1/4 cup coriander leaves. Mix for 1 minute until evenly coated. Step 5: Rest for 5 minutes so the flavors combine and serve immediately at room temperature.",veg,easy,15
roasted makhana,"makhana,ghee,chilli powder,turmeric powder,black pepper,curry leaves,salt","[{""ingredient"":""makhana"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ghee"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chilli powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""turmeric powder"",""measurement"":""1/2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""curry leaves"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Heat 2 tbsp ghee in a wide pan on low flame for 1 minute. Add 3 cup makhana and roast for 6 minutes while stirring continuously until they turn crisp and light. Step 2: Add 1 tbsp curry leaves and roast for 1 minute until aromatic. Step 3: Add 1 tsp chilli powder,1/2 tsp turmeric powder,1 tsp black pepper,and 1 tsp salt. Mix on low flame for 2 minutes until the seasoning coats every piece evenly. Step 4: Turn off the flame and cool for 5 minutes so the makhana becomes extra crisp before serving.",veg,easy,15
avocado toast,"bread,avocado,lemon juice,butter,black pepper,salt","[{""ingredient"":""bread"",""measurement"":""4 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""avocado"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""lemon juice"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""butter"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Cut 2 number avocado in half,remove the seed,and scoop out the pulp into a bowl. Mash it with a fork for 2 minutes until slightly chunky. Step 2: Add 2 tbsp lemon juice,1 tsp black pepper,and 1 tsp salt. Mix for 1 minute until evenly seasoned. Step 3: Heat 2 tbsp butter in a pan on medium flame for 1 minute. Toast 4 number bread slices for 1 minute on each side until lightly crisp and golden. Step 4: Spread the avocado mixture evenly over the toasted bread. Step 5: Rest for 1 minute before serving immediately.",veg,easy,10
peanut chikki,"peanuts,jaggery,ghee,cardamom powder,water","[{""ingredient"":""peanuts"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""jaggery"",""measurement"":""1.5 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ghee"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cardamom powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Heat a dry pan on low flame for 4 minutes and roast 2 cup peanuts for 5 minutes until aromatic and lightly browned. Remove the skin by rubbing lightly after cooling for 5 minutes. Step 2: Heat 1.5 cup jaggery with 1/2 cup water in a heavy pan on medium flame for 6 minutes until the jaggery melts and the syrup becomes thick and bubbly. Step 3: Add 2 tbsp ghee and 1 tsp cardamom powder,then cook on low flame for 2 minutes until the syrup reaches a hard-ball stage. Step 4: Add the roasted peanuts and mix quickly for 1 minute until every peanut is coated. Step 5: Pour the mixture onto a greased plate,flatten it with a rolling pin or spatula,and cool for 15 minutes until firm. Step 6: Break into pieces and serve after it hardens fully.",veg,medium,30
falafel wrap,"chickpeas,onion,garlic,parsley,cumin seeds,coriander powder,chilli powder,besan,maida,oil,salt,water","[{""ingredient"":""chickpeas"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garlic"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""parsley"",""measurement"":""1/4 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cumin seeds"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coriander powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chilli powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""besan"",""measurement"":""1/4 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""maida"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""4 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Soak 2 cup chickpeas in 6 cup water for 8 hours. Drain well. Step 2: Grind the chickpeas with 1 cup onion,2 tbsp garlic,1/4 cup parsley,1 tsp cumin seeds,1 tsp coriander powder,1 tsp chilli powder,1/4 cup besan,and 1 tsp salt in short pulses for 2 minutes until the mixture becomes coarse and holds together. Step 3: Rest the mixture for 15 minutes. Step 4: Mix 2 cup maida with 1 cup water and knead for 8 minutes into a soft dough. Rest for 20 minutes. Roll the dough into thin circles and cook each one on a tawa on medium flame for 1 minute on each side until lightly cooked. Step 5: Shape the chickpea mixture into small patties and fry them in 4 tbsp oil on medium flame for 4 minutes on each side until crisp and golden brown. Step 6: Place the patties inside the cooked wraps,fold tightly,and serve warm.",veg,hard,45
pav bhaji,"potato,cauliflower,peas,tomato,onion,capsicum,ginger,garlic,pav bhaji masala,butter,pav,salt,water","[{""ingredient"":""potato"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cauliflower"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""peas"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""tomato"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""capsicum"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garlic"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""pav bhaji masala"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""butter"",""measurement"":""4 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""pav"",""measurement"":""4 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""4 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Boil 2 cup potato,1 cup cauliflower,and 1 cup peas in 4 cup water on medium flame for 12 minutes until soft. Drain and mash lightly. Step 2: Heat 2 tbsp butter in a pan on medium flame for 1 minute. Add 1 cup onion,1 tbsp ginger,and 1 tbsp garlic. Saute for 5 minutes until soft. Step 3: Add 2 cup tomato and 1 cup capsicum. Cook on medium flame for 8 minutes until the tomato softens and the mixture becomes pulpy. Step 4: Add the mashed vegetables,2 tbsp pav bhaji masala,and 2 tsp salt. Mix well and cook on low flame for 10 minutes while mashing continuously until the bhaji becomes thick and uniform. Step 5: Add remaining 2 tbsp butter and 1 cup water. Simmer for 5 minutes until glossy and slightly loose. Step 6: Slice 4 number pav and toast them on a tawa with a little butter for 1 minute on each side until crisp and golden. Step 7: Serve the bhaji hot with toasted pav.",veg,medium,40
chicken popcorn,"chicken,egg,maida,corn flour,garlic,black pepper,chilli powder,salt,oil,water","[{""ingredient"":""chicken"",""measurement"":""500 g"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""egg"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""maida"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""corn flour"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garlic"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chilli powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""500 ml"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 500 g chicken thoroughly and cut into very small bite-sized cubes. Mix with 1 tbsp garlic,1 tsp black pepper,1 tsp chilli powder,and 1 tsp salt. Rest for 15 minutes. Step 2: Beat 2 number egg in a bowl for 1 minute. In another bowl mix 1 cup maida and 1/2 cup corn flour with 1/2 cup water to make a thick coating batter. Step 3: Dip the chicken pieces first into the batter,then into the beaten egg,then again lightly into the flour mixture so they get a rough crispy coating. Step 4: Heat 500 ml oil in a deep kadai on medium flame for 8 minutes until hot. Fry the coated chicken in batches for 4 minutes until golden brown and crisp. Step 5: Drain for 2 minutes before serving hot.",non_veg,medium,40
ven pongal,"rice,moong dal,ghee,black pepper,cumin seeds,ginger,curry leaves,cashew nuts nuts,salt,water","[{""ingredient"":""rice"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""moong dal"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ghee"",""measurement"":""4 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cumin seeds"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""curry leaves"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""4 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 1 cup rice and 1/2 cup moong dal separately in water 3 times. Roast the moong dal on low flame for 4 minutes until aromatic and light golden. Step 2: Add the rice,roasted dal,and 4 cup water into a pressure cooker with 1 tsp salt. Pressure cook on high flame for 1 whistle,then on low flame for 8 minutes until both become soft and slightly mushy. Step 3: Heat 4 tbsp ghee in a pan on medium flame for 1 minute. Add 1 tsp black pepper,1 tsp cumin seeds,1 tbsp ginger,1 tbsp curry leaves,and 1/4 cup cashew nuts. Saute for 2 minutes until the cashew nuts turn golden and the tempering smells fragrant. Step 4: Add the tempering to the cooked rice and dal mixture. Mix well and cook on low flame for 3 minutes until the pongal becomes creamy and glossy. Step 5: Rest for 2 minutes before serving hot.",veg,easy,25
ragi dosa,"ragi flour,rice flour,yogurt,onion,green chilli,curry leaves,cumin seeds,salt,water","[{""ingredient"":""ragi flour"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""rice flour"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""yogurt"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""curry leaves"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cumin seeds"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Mix 2 cup ragi flour,1/2 cup rice flour,1 cup yogurt,1 tsp cumin seeds,and 1 tsp salt in a bowl. Add 3 cup water slowly while whisking for 3 minutes until a thin smooth batter forms. Rest the batter for 15 minutes. Step 2: Add 1 cup onion,2 number green chilli,and 1 tbsp curry leaves to the batter and mix for 1 minute. Step 3: Heat a dosa tawa on medium flame for 3 minutes. Pour 1 ladle batter from the outside toward the center to make a thin dosa. Step 4: Cook on medium flame for 2 minutes until the edges begin to lift,drizzle a little water around the edges if needed,and cook for 1 more minute until the surface is set. Step 5: Flip carefully and cook for 30 seconds on the other side. Step 6: Repeat with the remaining batter and serve hot.",veg,easy,20
